date,ATVI stock,isPartial
2013-02-01,35,False
2013-02-02,59,False
2013-02-03,0,False
2013-02-04,0,False
2013-02-05,33,False
2013-02-06,33,False
2013-02-07,79,False
2013-02-08,70,False
2013-02-09,40,False
2013-02-10,40,False
2013-02-11,56,False
2013-02-12,52,False
2013-02-13,100,False
2013-02-14,46,False
2013-02-15,35,False
2013-02-16,39,False
2013-02-17,39,False
2013-02-18,0,False
2013-02-19,49,False
2013-02-20,44,False
2013-02-21,33,False
2013-02-22,35,False
2013-02-23,0,False
2013-02-24,0,False
2013-02-25,32,False
2013-02-26,33,False
2013-02-27,65,False
2013-02-28,99,False
