date,MDLZ stock,isPartial
2015-04-01,100,False
2015-04-02,35,False
2015-04-03,0,False
2015-04-04,40,False
2015-04-05,0,False
2015-04-06,35,False
2015-04-07,32,False
2015-04-08,32,False
2015-04-09,66,False
2015-04-10,34,False
2015-04-11,0,False
2015-04-12,39,False
2015-04-13,32,False
2015-04-14,32,False
2015-04-15,33,False
2015-04-16,0,False
2015-04-17,34,False
2015-04-18,0,False
2015-04-19,0,False
2015-04-20,0,False
2015-04-21,65,False
2015-04-22,0,False
2015-04-23,0,False
2015-04-24,34,False
2015-04-25,0,False
2015-04-26,0,False
2015-04-27,32,False
2015-04-28,48,False
2015-04-29,32,False
2015-04-30,34,False
