date,GS stock,isPartial
2016-06-01,8,False
2016-06-02,32,False
2016-06-03,19,False
2016-06-04,6,False
2016-06-05,12,False
2016-06-06,13,False
2016-06-07,24,False
2016-06-08,8,False
2016-06-09,19,False
2016-06-10,17,False
2016-06-11,6,False
2016-06-12,0,False
2016-06-13,26,False
2016-06-14,10,False
2016-06-15,16,False
2016-06-16,10,False
2016-06-17,33,False
2016-06-18,6,False
2016-06-19,6,False
2016-06-20,16,False
2016-06-21,24,False
2016-06-22,11,False
2016-06-23,14,False
2016-06-24,100,False
2016-06-25,19,False
2016-06-26,22,False
2016-06-27,63,False
2016-06-28,32,False
2016-06-29,51,False
2016-06-30,49,False
