date,CTSH stock,isPartial
2012-05-01,56,False
2012-05-02,50,False
2012-05-03,0,False
2012-05-04,0,False
2012-05-05,62,False
2012-05-06,62,False
2012-05-07,76,False
2012-05-08,100,False
2012-05-09,0,False
2012-05-10,51,False
2012-05-11,54,False
2012-05-12,0,False
2012-05-13,0,False
2012-05-14,50,False
2012-05-15,50,False
2012-05-16,0,False
2012-05-17,53,False
2012-05-18,0,False
2012-05-19,0,False
2012-05-20,0,False
2012-05-21,0,False
2012-05-22,50,False
2012-05-23,50,False
2012-05-24,52,False
2012-05-25,54,False
2012-05-26,0,False
2012-05-27,0,False
2012-05-28,0,False
2012-05-29,0,False
2012-05-30,50,False
2012-05-31,51,False
