date,MAT stock,isPartial
2013-01-01,0,False
2013-01-02,28,False
2013-01-03,27,False
2013-01-04,28,False
2013-01-05,0,False
2013-01-06,46,False
2013-01-07,52,False
2013-01-08,35,False
2013-01-09,51,False
2013-01-10,26,False
2013-01-11,0,False
2013-01-12,0,False
2013-01-13,30,False
2013-01-14,26,False
2013-01-15,0,False
2013-01-16,26,False
2013-01-17,26,False
2013-01-18,27,False
2013-01-19,0,False
2013-01-20,30,False
2013-01-21,25,False
2013-01-22,59,False
2013-01-23,38,False
2013-01-24,39,False
2013-01-25,26,False
2013-01-26,61,False
2013-01-27,39,False
2013-01-28,25,False
2013-01-29,25,False
2013-01-30,100,False
2013-01-31,0,False
