date,GS stock,isPartial
2013-01-01,16,False
2013-01-02,0,False
2013-01-03,25,False
2013-01-04,39,False
2013-01-05,14,False
2013-01-06,14,False
2013-01-07,24,False
2013-01-08,36,False
2013-01-09,12,False
2013-01-10,12,False
2013-01-11,18,False
2013-01-12,28,False
2013-01-13,0,False
2013-01-14,23,False
2013-01-15,41,False
2013-01-16,100,False
2013-01-17,53,False
2013-01-18,49,False
2013-01-19,55,False
2013-01-20,0,False
2013-01-21,23,False
2013-01-22,35,False
2013-01-23,29,False
2013-01-24,18,False
2013-01-25,30,False
2013-01-26,14,False
2013-01-27,14,False
2013-01-28,29,False
2013-01-29,40,False
2013-01-30,52,False
2013-01-31,12,False
