date,ADBE stock,isPartial
2018-06-01,13,False
2018-06-02,9,False
2018-06-03,4,False
2018-06-04,28,False
2018-06-05,20,False
2018-06-06,21,False
2018-06-07,32,False
2018-06-08,20,False
2018-06-09,10,False
2018-06-10,7,False
2018-06-11,29,False
2018-06-12,30,False
2018-06-13,28,False
2018-06-14,85,False
2018-06-15,100,False
2018-06-16,18,False
2018-06-17,25,False
2018-06-18,23,False
2018-06-19,40,False
2018-06-20,36,False
2018-06-21,32,False
2018-06-22,20,False
2018-06-23,6,False
2018-06-24,8,False
2018-06-25,24,False
2018-06-26,24,False
2018-06-27,20,False
2018-06-28,18,False
2018-06-29,26,False
2018-06-30,7,False
