date,COST stock,isPartial
2017-10-01,28,False
2017-10-02,55,False
2017-10-03,69,False
2017-10-04,66,False
2017-10-05,87,False
2017-10-06,100,False
2017-10-07,49,False
2017-10-08,45,False
2017-10-09,74,False
2017-10-10,85,False
2017-10-11,70,False
2017-10-12,71,False
2017-10-13,49,False
2017-10-14,28,False
2017-10-15,36,False
2017-10-16,65,False
2017-10-17,54,False
2017-10-18,58,False
2017-10-19,52,False
2017-10-20,47,False
2017-10-21,28,False
2017-10-22,37,False
2017-10-23,54,False
2017-10-24,66,False
2017-10-25,48,False
2017-10-26,56,False
2017-10-27,44,False
2017-10-28,36,False
2017-10-29,41,False
2017-10-30,65,False
2017-10-31,63,False
