date,HD stock,isPartial
2014-01-01,41,False
2014-01-02,54,False
2014-01-03,99,False
2014-01-04,88,False
2014-01-05,37,False
2014-01-06,95,False
2014-01-07,97,False
2014-01-08,81,False
2014-01-09,58,False
2014-01-10,61,False
2014-01-11,68,False
2014-01-12,72,False
2014-01-13,71,False
2014-01-14,77,False
2014-01-15,100,False
2014-01-16,66,False
2014-01-17,81,False
2014-01-18,59,False
2014-01-19,31,False
2014-01-20,69,False
2014-01-21,84,False
2014-01-22,68,False
2014-01-23,92,False
2014-01-24,67,False
2014-01-25,58,False
2014-01-26,71,False
2014-01-27,64,False
2014-01-28,79,False
2014-01-29,72,False
2014-01-30,69,False
2014-01-31,80,False
