date,ODP stock,isPartial
2013-02-01,23,False
2013-02-02,26,False
2013-02-03,0,False
2013-02-04,0,False
2013-02-05,21,False
2013-02-06,22,False
2013-02-07,0,False
2013-02-08,0,False
2013-02-09,26,False
2013-02-10,0,False
2013-02-11,22,False
2013-02-12,0,False
2013-02-13,44,False
2013-02-14,33,False
2013-02-15,23,False
2013-02-16,0,False
2013-02-17,0,False
2013-02-18,22,False
2013-02-19,64,False
2013-02-20,100,False
2013-02-21,43,False
2013-02-22,52,False
2013-02-23,25,False
2013-02-24,0,False
2013-02-25,21,False
2013-02-26,42,False
2013-02-27,21,False
2013-02-28,32,False
