date,GOOG stock,isPartial
2017-09-01,60,False
2017-09-02,32,False
2017-09-03,13,False
2017-09-04,26,False
2017-09-05,67,False
2017-09-06,48,False
2017-09-07,38,False
2017-09-08,51,False
2017-09-09,18,False
2017-09-10,11,False
2017-09-11,48,False
2017-09-12,79,False
2017-09-13,56,False
2017-09-14,63,False
2017-09-15,71,False
2017-09-16,24,False
2017-09-17,18,False
2017-09-18,64,False
2017-09-19,68,False
2017-09-20,73,False
2017-09-21,87,False
2017-09-22,54,False
2017-09-23,25,False
2017-09-24,23,False
2017-09-25,53,False
2017-09-26,85,False
2017-09-27,74,False
2017-09-28,70,False
2017-09-29,100,False
2017-09-30,29,False
