date,QCOM stock,isPartial
2013-06-01,37,False
2013-06-02,37,False
2013-06-03,20,False
2013-06-04,50,False
2013-06-05,40,False
2013-06-06,41,False
2013-06-07,31,False
2013-06-08,25,False
2013-06-09,24,False
2013-06-10,30,False
2013-06-11,20,False
2013-06-12,100,False
2013-06-13,40,False
2013-06-14,43,False
2013-06-15,25,False
2013-06-16,0,False
2013-06-17,30,False
2013-06-18,40,False
2013-06-19,30,False
2013-06-20,62,False
2013-06-21,32,False
2013-06-22,0,False
2013-06-23,49,False
2013-06-24,60,False
2013-06-25,60,False
2013-06-26,51,False
2013-06-27,31,False
2013-06-28,32,False
2013-06-29,0,False
2013-06-30,0,False
