date,MRVL stock,isPartial
2017-02-01,32,False
2017-02-02,100,False
2017-02-03,34,False
2017-02-04,0,False
2017-02-05,36,False
2017-02-06,32,False
2017-02-07,64,False
2017-02-08,33,False
2017-02-09,33,False
2017-02-10,0,False
2017-02-11,75,False
2017-02-12,37,False
2017-02-13,31,False
2017-02-14,0,False
2017-02-15,49,False
2017-02-16,33,False
2017-02-17,0,False
2017-02-18,0,False
2017-02-19,0,False
2017-02-20,65,False
2017-02-21,48,False
2017-02-22,32,False
2017-02-23,49,False
2017-02-24,100,False
2017-02-25,37,False
2017-02-26,0,False
2017-02-27,95,False
2017-02-28,32,False
