date,INTC stock,isPartial
2017-07-01,0,False
2017-07-02,5,False
2017-07-03,16,False
2017-07-04,16,False
2017-07-05,25,False
2017-07-06,34,False
2017-07-07,21,False
2017-07-08,5,False
2017-07-09,5,False
2017-07-10,20,False
2017-07-11,15,False
2017-07-12,26,False
2017-07-13,27,False
2017-07-14,23,False
2017-07-15,10,False
2017-07-16,5,False
2017-07-17,24,False
2017-07-18,15,False
2017-07-19,29,False
2017-07-20,16,False
2017-07-21,28,False
2017-07-22,3,False
2017-07-23,5,False
2017-07-24,29,False
2017-07-25,15,False
2017-07-26,22,False
2017-07-27,59,False
2017-07-28,100,False
2017-07-29,8,False
2017-07-30,5,False
2017-07-31,15,False
