date,MRVL stock,isPartial
2017-01-01,0,False
2017-01-02,0,False
2017-01-03,45,False
2017-01-04,34,False
2017-01-05,34,False
2017-01-06,34,False
2017-01-07,37,False
2017-01-08,38,False
2017-01-09,43,False
2017-01-10,32,False
2017-01-11,0,False
2017-01-12,33,False
2017-01-13,34,False
2017-01-14,0,False
2017-01-15,0,False
2017-01-16,0,False
2017-01-17,32,False
2017-01-18,79,False
2017-01-19,48,False
2017-01-20,50,False
2017-01-21,0,False
2017-01-22,0,False
2017-01-23,0,False
2017-01-24,32,False
2017-01-25,64,False
2017-01-26,32,False
2017-01-27,100,False
2017-01-28,0,False
2017-01-29,0,False
2017-01-30,0,False
2017-01-31,64,False
