date,AMD stock,isPartial
2017-03-01,76,False
2017-03-02,100,False
2017-03-03,92,False
2017-03-04,27,False
2017-03-05,20,False
2017-03-06,65,False
2017-03-07,55,False
2017-03-08,50,False
2017-03-09,49,False
2017-03-10,51,False
2017-03-11,32,False
2017-03-12,18,False
2017-03-13,61,False
2017-03-14,52,False
2017-03-15,48,False
2017-03-16,47,False
2017-03-17,39,False
2017-03-18,12,False
2017-03-19,11,False
2017-03-20,51,False
2017-03-21,49,False
2017-03-22,43,False
2017-03-23,45,False
2017-03-24,31,False
2017-03-25,9,False
2017-03-26,8,False
2017-03-27,34,False
2017-03-28,35,False
2017-03-29,33,False
2017-03-30,42,False
2017-03-31,49,False
