date,EXPE stock,isPartial
2013-07-01,31,False
2013-07-02,47,False
2013-07-03,31,False
2013-07-04,0,False
2013-07-05,51,False
2013-07-06,0,False
2013-07-07,0,False
2013-07-08,32,False
2013-07-09,31,False
2013-07-10,0,False
2013-07-11,32,False
2013-07-12,0,False
2013-07-13,0,False
2013-07-14,0,False
2013-07-15,0,False
2013-07-16,0,False
2013-07-17,0,False
2013-07-18,0,False
2013-07-19,0,False
2013-07-20,39,False
2013-07-21,0,False
2013-07-22,32,False
2013-07-23,31,False
2013-07-24,0,False
2013-07-25,48,False
2013-07-26,100,False
2013-07-27,39,False
2013-07-28,38,False
2013-07-29,47,False
2013-07-30,61,False
2013-07-31,47,False
