date,ODP stock,isPartial
2014-08-01,35,False
2014-08-02,0,False
2014-08-03,0,False
2014-08-04,33,False
2014-08-05,33,False
2014-08-06,34,False
2014-08-07,48,False
2014-08-08,0,False
2014-08-09,0,False
2014-08-10,40,False
2014-08-11,100,False
2014-08-12,0,False
2014-08-13,0,False
2014-08-14,34,False
2014-08-15,0,False
2014-08-16,0,False
2014-08-17,0,False
2014-08-18,0,False
2014-08-19,33,False
2014-08-20,33,False
2014-08-21,33,False
2014-08-22,0,False
2014-08-23,0,False
2014-08-24,0,False
2014-08-25,0,False
2014-08-26,0,False
2014-08-27,0,False
2014-08-28,33,False
2014-08-29,0,False
2014-08-30,39,False
2014-08-31,0,False
