date,DIS stock,isPartial
2018-06-01,50,False
2018-06-02,13,False
2018-06-03,7,False
2018-06-04,51,False
2018-06-05,70,False
2018-06-06,31,False
2018-06-07,45,False
2018-06-08,62,False
2018-06-09,17,False
2018-06-10,10,False
2018-06-11,44,False
2018-06-12,68,False
2018-06-13,90,False
2018-06-14,100,False
2018-06-15,95,False
2018-06-16,23,False
2018-06-17,19,False
2018-06-18,36,False
2018-06-19,77,False
2018-06-20,78,False
2018-06-21,64,False
2018-06-22,55,False
2018-06-23,10,False
2018-06-24,13,False
2018-06-25,33,False
2018-06-26,36,False
2018-06-27,48,False
2018-06-28,56,False
2018-06-29,36,False
2018-06-30,16,False
