date,CSCO stock,isPartial
2016-04-01,100,False
2016-04-02,25,False
2016-04-03,18,False
2016-04-04,48,False
2016-04-05,38,False
2016-04-06,59,False
2016-04-07,70,False
2016-04-08,62,False
2016-04-09,25,False
2016-04-10,12,False
2016-04-11,75,False
2016-04-12,48,False
2016-04-13,54,False
2016-04-14,71,False
2016-04-15,28,False
2016-04-16,25,False
2016-04-17,25,False
2016-04-18,64,False
2016-04-19,64,False
2016-04-20,76,False
2016-04-21,98,False
2016-04-22,57,False
2016-04-23,25,False
2016-04-24,12,False
2016-04-25,16,False
2016-04-26,64,False
2016-04-27,32,False
2016-04-28,39,False
2016-04-29,80,False
2016-04-30,44,False
