date,AAPL stock,isPartial
2016-04-01,22,False
2016-04-02,5,False
2016-04-03,4,False
2016-04-04,28,False
2016-04-05,24,False
2016-04-06,33,False
2016-04-07,25,False
2016-04-08,21,False
2016-04-09,6,False
2016-04-10,3,False
2016-04-11,20,False
2016-04-12,31,False
2016-04-13,24,False
2016-04-14,22,False
2016-04-15,28,False
2016-04-16,7,False
2016-04-17,4,False
2016-04-18,25,False
2016-04-19,23,False
2016-04-20,33,False
2016-04-21,28,False
2016-04-22,25,False
2016-04-23,4,False
2016-04-24,4,False
2016-04-25,28,False
2016-04-26,57,False
2016-04-27,100,False
2016-04-28,56,False
2016-04-29,43,False
2016-04-30,9,False
