date,MCD stock,isPartial
2015-10-01,26,False
2015-10-02,10,False
2015-10-03,15,False
2015-10-04,11,False
2015-10-05,25,False
2015-10-06,10,False
2015-10-07,19,False
2015-10-08,36,False
2015-10-09,17,False
2015-10-10,8,False
2015-10-11,15,False
2015-10-12,36,False
2015-10-13,16,False
2015-10-14,19,False
2015-10-15,32,False
2015-10-16,30,False
2015-10-17,30,False
2015-10-18,15,False
2015-10-19,31,False
2015-10-20,34,False
2015-10-21,35,False
2015-10-22,77,False
2015-10-23,100,False
2015-10-24,34,False
2015-10-25,15,False
2015-10-26,31,False
2015-10-27,66,False
2015-10-28,31,False
2015-10-29,45,False
2015-10-30,20,False
2015-10-31,15,False
