date,SIRI stock,isPartial
2016-01-01,45,False
2016-01-02,25,False
2016-01-03,24,False
2016-01-04,100,False
2016-01-05,71,False
2016-01-06,77,False
2016-01-07,90,False
2016-01-08,73,False
2016-01-09,48,False
2016-01-10,31,False
2016-01-11,51,False
2016-01-12,69,False
2016-01-13,65,False
2016-01-14,48,False
2016-01-15,92,False
2016-01-16,48,False
2016-01-17,16,False
2016-01-18,37,False
2016-01-19,51,False
2016-01-20,98,False
2016-01-21,57,False
2016-01-22,63,False
2016-01-23,26,False
2016-01-24,16,False
2016-01-25,42,False
2016-01-26,88,False
2016-01-27,93,False
2016-01-28,70,False
2016-01-29,77,False
2016-01-30,56,False
2016-01-31,26,False
