date,GOOG stock,isPartial
2015-08-01,14,False
2015-08-02,5,False
2015-08-03,16,False
2015-08-04,23,False
2015-08-05,24,False
2015-08-06,22,False
2015-08-07,18,False
2015-08-08,12,False
2015-08-09,5,False
2015-08-10,45,False
2015-08-11,100,False
2015-08-12,51,False
2015-08-13,27,False
2015-08-14,29,False
2015-08-15,14,False
2015-08-16,7,False
2015-08-17,17,False
2015-08-18,24,False
2015-08-19,26,False
2015-08-20,27,False
2015-08-21,44,False
2015-08-22,14,False
2015-08-23,7,False
2015-08-24,69,False
2015-08-25,79,False
2015-08-26,58,False
2015-08-27,47,False
2015-08-28,34,False
2015-08-29,13,False
2015-08-30,5,False
2015-08-31,26,False
