date,SBUX stock,isPartial
2012-05-01,99,False
2012-05-02,67,False
2012-05-03,34,False
2012-05-04,35,False
2012-05-05,0,False
2012-05-06,27,False
2012-05-07,22,False
2012-05-08,33,False
2012-05-09,55,False
2012-05-10,22,False
2012-05-11,35,False
2012-05-12,0,False
2012-05-13,0,False
2012-05-14,22,False
2012-05-15,44,False
2012-05-16,100,False
2012-05-17,23,False
2012-05-18,84,False
2012-05-19,28,False
2012-05-20,27,False
2012-05-21,33,False
2012-05-22,22,False
2012-05-23,68,False
2012-05-24,23,False
2012-05-25,0,False
2012-05-26,28,False
2012-05-27,0,False
2012-05-28,0,False
2012-05-29,86,False
2012-05-30,44,False
2012-05-31,22,False
