date,ATVI stock,isPartial
2016-06-01,83,False
2016-06-02,89,False
2016-06-03,52,False
2016-06-04,45,False
2016-06-05,29,False
2016-06-06,83,False
2016-06-07,50,False
2016-06-08,100,False
2016-06-09,51,False
2016-06-10,53,False
2016-06-11,58,False
2016-06-12,29,False
2016-06-13,66,False
2016-06-14,57,False
2016-06-15,66,False
2016-06-16,58,False
2016-06-17,88,False
2016-06-18,30,False
2016-06-19,0,False
2016-06-20,25,False
2016-06-21,75,False
2016-06-22,50,False
2016-06-23,65,False
2016-06-24,97,False
2016-06-25,30,False
2016-06-26,29,False
2016-06-27,83,False
2016-06-28,68,False
2016-06-29,85,False
2016-06-30,52,False
