date,MU stock,isPartial
2014-08-01,71,False
2014-08-02,27,False
2014-08-03,17,False
2014-08-04,67,False
2014-08-05,28,False
2014-08-06,48,False
2014-08-07,64,False
2014-08-08,40,False
2014-08-09,15,False
2014-08-10,22,False
2014-08-11,41,False
2014-08-12,56,False
2014-08-13,38,False
2014-08-14,35,False
2014-08-15,27,False
2014-08-16,15,False
2014-08-17,11,False
2014-08-18,35,False
2014-08-19,50,False
2014-08-20,62,False
2014-08-21,100,False
2014-08-22,45,False
2014-08-23,19,False
2014-08-24,17,False
2014-08-25,46,False
2014-08-26,33,False
2014-08-27,52,False
2014-08-28,28,False
2014-08-29,36,False
2014-08-30,33,False
2014-08-31,15,False
