date,HAS stock,isPartial
2012-01-01,50,False
2012-01-02,63,False
2012-01-03,59,False
2012-01-04,65,False
2012-01-05,49,False
2012-01-06,86,False
2012-01-07,54,False
2012-01-08,67,False
2012-01-09,67,False
2012-01-10,57,False
2012-01-11,85,False
2012-01-12,70,False
2012-01-13,79,False
2012-01-14,46,False
2012-01-15,56,False
2012-01-16,46,False
2012-01-17,75,False
2012-01-18,87,False
2012-01-19,78,False
2012-01-20,62,False
2012-01-21,86,False
2012-01-22,63,False
2012-01-23,78,False
2012-01-24,62,False
2012-01-25,84,False
2012-01-26,92,False
2012-01-27,84,False
2012-01-28,64,False
2012-01-29,100,False
2012-01-30,82,False
2012-01-31,100,False
