date,INTC stock,isPartial
2018-04-01,4,False
2018-04-02,47,False
2018-04-03,51,False
2018-04-04,37,False
2018-04-05,42,False
2018-04-06,29,False
2018-04-07,8,False
2018-04-08,4,False
2018-04-09,33,False
2018-04-10,31,False
2018-04-11,14,False
2018-04-12,29,False
2018-04-13,37,False
2018-04-14,8,False
2018-04-15,7,False
2018-04-16,32,False
2018-04-17,21,False
2018-04-18,24,False
2018-04-19,33,False
2018-04-20,20,False
2018-04-21,7,False
2018-04-22,1,False
2018-04-23,22,False
2018-04-24,34,False
2018-04-25,28,False
2018-04-26,76,False
2018-04-27,100,False
2018-04-28,21,False
2018-04-29,1,False
2018-04-30,33,False
