date,ATVI stock,isPartial
2014-07-01,65,False
2014-07-02,33,False
2014-07-03,79,False
2014-07-04,36,False
2014-07-05,41,False
2014-07-06,80,False
2014-07-07,33,False
2014-07-08,65,False
2014-07-09,33,False
2014-07-10,50,False
2014-07-11,34,False
2014-07-12,0,False
2014-07-13,0,False
2014-07-14,33,False
2014-07-15,43,False
2014-07-16,34,False
2014-07-17,100,False
2014-07-18,58,False
2014-07-19,40,False
2014-07-20,80,False
2014-07-21,81,False
2014-07-22,33,False
2014-07-23,34,False
2014-07-24,0,False
2014-07-25,52,False
2014-07-26,80,False
2014-07-27,0,False
2014-07-28,67,False
2014-07-29,78,False
2014-07-30,66,False
2014-07-31,67,False
