date,MCD stock,isPartial
2013-03-01,32,False
2013-03-02,48,False
2013-03-03,24,False
2013-03-04,67,False
2013-03-05,67,False
2013-03-06,81,False
2013-03-07,96,False
2013-03-08,84,False
2013-03-09,59,False
2013-03-10,70,False
2013-03-11,33,False
2013-03-12,46,False
2013-03-13,59,False
2013-03-14,100,False
2013-03-15,97,False
2013-03-16,24,False
2013-03-17,23,False
2013-03-18,92,False
2013-03-19,39,False
2013-03-20,60,False
2013-03-21,74,False
2013-03-22,83,False
2013-03-23,40,False
2013-03-24,47,False
2013-03-25,53,False
2013-03-26,33,False
2013-03-27,69,False
2013-03-28,49,False
2013-03-29,38,False
2013-03-30,33,False
2013-03-31,25,False
