date,MU stock,isPartial
2013-06-01,14,False
2013-06-02,0,False
2013-06-03,12,False
2013-06-04,0,False
2013-06-05,35,False
2013-06-06,36,False
2013-06-07,18,False
2013-06-08,29,False
2013-06-09,14,False
2013-06-10,29,False
2013-06-11,23,False
2013-06-12,35,False
2013-06-13,35,False
2013-06-14,25,False
2013-06-15,0,False
2013-06-16,14,False
2013-06-17,35,False
2013-06-18,53,False
2013-06-19,100,False
2013-06-20,36,False
2013-06-21,56,False
2013-06-22,59,False
2013-06-23,29,False
2013-06-24,76,False
2013-06-25,47,False
2013-06-26,47,False
2013-06-27,48,False
2013-06-28,57,False
2013-06-29,0,False
2013-06-30,29,False
