date,MAT stock,isPartial
2013-06-01,40,False
2013-06-02,0,False
2013-06-03,65,False
2013-06-04,44,False
2013-06-05,0,False
2013-06-06,100,False
2013-06-07,35,False
2013-06-08,0,False
2013-06-09,0,False
2013-06-10,54,False
2013-06-11,32,False
2013-06-12,0,False
2013-06-13,34,False
2013-06-14,35,False
2013-06-15,41,False
2013-06-16,40,False
2013-06-17,33,False
2013-06-18,0,False
2013-06-19,65,False
2013-06-20,51,False
2013-06-21,35,False
2013-06-22,41,False
2013-06-23,41,False
2013-06-24,33,False
2013-06-25,55,False
2013-06-26,45,False
2013-06-27,34,False
2013-06-28,0,False
2013-06-29,42,False
2013-06-30,81,False
