date,MAT stock,isPartial
2019-02-01,18,False
2019-02-02,15,False
2019-02-03,20,False
2019-02-04,15,False
2019-02-05,13,False
2019-02-06,9,False
2019-02-07,44,False
2019-02-08,100,False
2019-02-09,20,False
2019-02-10,20,False
2019-02-11,23,False
2019-02-12,29,False
2019-02-13,32,False
2019-02-14,21,False
2019-02-15,86,False
2019-02-16,64,False
2019-02-17,30,False
2019-02-18,21,False
2019-02-19,38,False
2019-02-20,35,False
2019-02-21,29,False
2019-02-22,27,False
2019-02-23,20,False
2019-02-24,25,False
2019-02-25,26,False
2019-02-26,26,False
2019-02-27,11,False
2019-02-28,27,False
