date,EXPE stock,isPartial
2014-03-01,0,False
2014-03-02,0,False
2014-03-03,86,False
2014-03-04,0,False
2014-03-05,0,False
2014-03-06,86,False
2014-03-07,91,False
2014-03-08,0,False
2014-03-09,0,False
2014-03-10,87,False
2014-03-11,0,False
2014-03-12,86,False
2014-03-13,87,False
2014-03-14,0,False
2014-03-15,0,False
2014-03-16,100,False
2014-03-17,0,False
2014-03-18,85,False
2014-03-19,85,False
2014-03-20,87,False
2014-03-21,91,False
2014-03-22,0,False
2014-03-23,0,False
2014-03-24,0,False
2014-03-25,84,False
2014-03-26,85,False
2014-03-27,0,False
2014-03-28,0,False
2014-03-29,0,False
2014-03-30,0,False
2014-03-31,85,False
