date,MU stock,isPartial
2018-06-01,67,False
2018-06-02,11,False
2018-06-03,10,False
2018-06-04,55,False
2018-06-05,50,False
2018-06-06,45,False
2018-06-07,44,False
2018-06-08,45,False
2018-06-09,9,False
2018-06-10,7,False
2018-06-11,46,False
2018-06-12,44,False
2018-06-13,44,False
2018-06-14,39,False
2018-06-15,44,False
2018-06-16,10,False
2018-06-17,6,False
2018-06-18,40,False
2018-06-19,52,False
2018-06-20,100,False
2018-06-21,98,False
2018-06-22,65,False
2018-06-23,13,False
2018-06-24,7,False
2018-06-25,53,False
2018-06-26,62,False
2018-06-27,52,False
2018-06-28,47,False
2018-06-29,52,False
2018-06-30,13,False
