date,IBM stock,isPartial
2016-06-01,36,False
2016-06-02,37,False
2016-06-03,39,False
2016-06-04,14,False
2016-06-05,7,False
2016-06-06,42,False
2016-06-07,46,False
2016-06-08,35,False
2016-06-09,32,False
2016-06-10,33,False
2016-06-11,11,False
2016-06-12,8,False
2016-06-13,25,False
2016-06-14,36,False
2016-06-15,39,False
2016-06-16,41,False
2016-06-17,28,False
2016-06-18,13,False
2016-06-19,8,False
2016-06-20,24,False
2016-06-21,33,False
2016-06-22,33,False
2016-06-23,45,False
2016-06-24,100,False
2016-06-25,20,False
2016-06-26,17,False
2016-06-27,57,False
2016-06-28,53,False
2016-06-29,46,False
2016-06-30,55,False
