date,TXN stock,isPartial
2017-04-01,17,False
2017-04-02,33,False
2017-04-03,79,False
2017-04-04,43,False
2017-04-05,64,False
2017-04-06,22,False
2017-04-07,37,False
2017-04-08,0,False
2017-04-09,0,False
2017-04-10,0,False
2017-04-11,44,False
2017-04-12,44,False
2017-04-13,39,False
2017-04-14,25,False
2017-04-15,17,False
2017-04-16,0,False
2017-04-17,30,False
2017-04-18,57,False
2017-04-19,43,False
2017-04-20,65,False
2017-04-21,30,False
2017-04-22,17,False
2017-04-23,32,False
2017-04-24,64,False
2017-04-25,100,False
2017-04-26,42,False
2017-04-27,65,False
2017-04-28,30,False
2017-04-29,0,False
2017-04-30,17,False
