date,COST stock,isPartial
2018-03-01,82,False
2018-03-02,71,False
2018-03-03,51,False
2018-03-04,71,False
2018-03-05,97,False
2018-03-06,91,False
2018-03-07,100,False
2018-03-08,89,False
2018-03-09,93,False
2018-03-10,47,False
2018-03-11,73,False
2018-03-12,81,False
2018-03-13,78,False
2018-03-14,72,False
2018-03-15,69,False
2018-03-16,79,False
2018-03-17,43,False
2018-03-18,48,False
2018-03-19,92,False
2018-03-20,97,False
2018-03-21,86,False
2018-03-22,79,False
2018-03-23,73,False
2018-03-24,60,False
2018-03-25,47,False
2018-03-26,95,False
2018-03-27,93,False
2018-03-28,86,False
2018-03-29,84,False
2018-03-30,70,False
2018-03-31,49,False
