date,PFE stock,isPartial
2015-09-01,41,False
2015-09-02,100,False
2015-09-03,42,False
2015-09-04,69,False
2015-09-05,39,False
2015-09-06,0,False
2015-09-07,35,False
2015-09-08,49,False
2015-09-09,65,False
2015-09-10,58,False
2015-09-11,43,False
2015-09-12,39,False
2015-09-13,37,False
2015-09-14,73,False
2015-09-15,65,False
2015-09-16,49,False
2015-09-17,49,False
2015-09-18,68,False
2015-09-19,19,False
2015-09-20,0,False
2015-09-21,48,False
2015-09-22,56,False
2015-09-23,49,False
2015-09-24,50,False
2015-09-25,69,False
2015-09-26,39,False
2015-09-27,19,False
2015-09-28,48,False
2015-09-29,88,False
2015-09-30,64,False
