date,CSCO stock,isPartial
2015-05-01,57,False
2015-05-02,11,False
2015-05-03,15,False
2015-05-04,70,False
2015-05-05,38,False
2015-05-06,63,False
2015-05-07,35,False
2015-05-08,37,False
2015-05-09,12,False
2015-05-10,22,False
2015-05-11,25,False
2015-05-12,25,False
2015-05-13,66,False
2015-05-14,100,False
2015-05-15,46,False
2015-05-16,22,False
2015-05-17,11,False
2015-05-18,25,False
2015-05-19,50,False
2015-05-20,53,False
2015-05-21,29,False
2015-05-22,27,False
2015-05-23,17,False
2015-05-24,17,False
2015-05-25,20,False
2015-05-26,28,False
2015-05-27,34,False
2015-05-28,31,False
2015-05-29,36,False
2015-05-30,17,False
2015-05-31,11,False
