date,BA stock,isPartial
2018-03-01,64,False
2018-03-02,96,False
2018-03-03,22,False
2018-03-04,11,False
2018-03-05,64,False
2018-03-06,69,False
2018-03-07,73,False
2018-03-08,56,False
2018-03-09,70,False
2018-03-10,22,False
2018-03-11,12,False
2018-03-12,61,False
2018-03-13,65,False
2018-03-14,100,False
2018-03-15,82,False
2018-03-16,79,False
2018-03-17,15,False
2018-03-18,11,False
2018-03-19,57,False
2018-03-20,60,False
2018-03-21,69,False
2018-03-22,78,False
2018-03-23,99,False
2018-03-24,15,False
2018-03-25,15,False
2018-03-26,60,False
2018-03-27,71,False
2018-03-28,60,False
2018-03-29,62,False
2018-03-30,26,False
2018-03-31,11,False
