date,AMZN stock,isPartial
2013-04-01,18,False
2013-04-02,24,False
2013-04-03,28,False
2013-04-04,10,False
2013-04-05,18,False
2013-04-06,8,False
2013-04-07,8,False
2013-04-08,7,False
2013-04-09,7,False
2013-04-10,14,False
2013-04-11,14,False
2013-04-12,25,False
2013-04-13,17,False
2013-04-14,17,False
2013-04-15,17,False
2013-04-16,10,False
2013-04-17,24,False
2013-04-18,10,False
2013-04-19,21,False
2013-04-20,12,False
2013-04-21,16,False
2013-04-22,14,False
2013-04-23,17,False
2013-04-24,17,False
2013-04-25,78,False
2013-04-26,100,False
2013-04-27,41,False
2013-04-28,16,False
2013-04-29,34,False
2013-04-30,35,False
