date,AMZN stock,isPartial
2014-11-01,18,False
2014-11-02,34,False
2014-11-03,76,False
2014-11-04,36,False
2014-11-05,60,False
2014-11-06,100,False
2014-11-07,86,False
2014-11-08,34,False
2014-11-09,42,False
2014-11-10,54,False
2014-11-11,64,False
2014-11-12,64,False
2014-11-13,50,False
2014-11-14,67,False
2014-11-15,25,False
2014-11-16,21,False
2014-11-17,81,False
2014-11-18,73,False
2014-11-19,33,False
2014-11-20,79,False
2014-11-21,45,False
2014-11-22,29,False
2014-11-23,25,False
2014-11-24,53,False
2014-11-25,59,False
2014-11-26,50,False
2014-11-27,26,False
2014-11-28,34,False
2014-11-29,29,False
2014-11-30,20,False
