date,HAS stock,isPartial
2018-03-01,83,False
2018-03-02,76,False
2018-03-03,64,False
2018-03-04,69,False
2018-03-05,84,False
2018-03-06,59,False
2018-03-07,91,False
2018-03-08,75,False
2018-03-09,68,False
2018-03-10,51,False
2018-03-11,69,False
2018-03-12,86,False
2018-03-13,70,False
2018-03-14,61,False
2018-03-15,66,False
2018-03-16,63,False
2018-03-17,51,False
2018-03-18,64,False
2018-03-19,74,False
2018-03-20,94,False
2018-03-21,82,False
2018-03-22,84,False
2018-03-23,74,False
2018-03-24,65,False
2018-03-25,57,False
2018-03-26,100,False
2018-03-27,83,False
2018-03-28,77,False
2018-03-29,78,False
2018-03-30,55,False
2018-03-31,49,False
