date,HAS stock,isPartial
2015-07-01,52,False
2015-07-02,55,False
2015-07-03,66,False
2015-07-04,47,False
2015-07-05,37,False
2015-07-06,69,False
2015-07-07,54,False
2015-07-08,100,False
2015-07-09,84,False
2015-07-10,65,False
2015-07-11,39,False
2015-07-12,40,False
2015-07-13,59,False
2015-07-14,60,False
2015-07-15,47,False
2015-07-16,53,False
2015-07-17,52,False
2015-07-18,53,False
2015-07-19,40,False
2015-07-20,66,False
2015-07-21,49,False
2015-07-22,58,False
2015-07-23,52,False
2015-07-24,53,False
2015-07-25,33,False
2015-07-26,36,False
2015-07-27,58,False
2015-07-28,58,False
2015-07-29,66,False
2015-07-30,55,False
2015-07-31,52,False
