date,ATVI stock,isPartial
2015-04-01,41,False
2015-04-02,0,False
2015-04-03,0,False
2015-04-04,0,False
2015-04-05,0,False
2015-04-06,43,False
2015-04-07,40,False
2015-04-08,100,False
2015-04-09,0,False
2015-04-10,42,False
2015-04-11,48,False
2015-04-12,0,False
2015-04-13,79,False
2015-04-14,39,False
2015-04-15,60,False
2015-04-16,40,False
2015-04-17,83,False
2015-04-18,0,False
2015-04-19,0,False
2015-04-20,60,False
2015-04-21,40,False
2015-04-22,79,False
2015-04-23,41,False
2015-04-24,42,False
2015-04-25,0,False
2015-04-26,71,False
2015-04-27,79,False
2015-04-28,39,False
2015-04-29,40,False
2015-04-30,83,False
