date,WDC stock,isPartial
2015-06-01,63,False
2015-06-02,42,False
2015-06-03,56,False
2015-06-04,44,False
2015-06-05,22,False
2015-06-06,43,False
2015-06-07,25,False
2015-06-08,52,False
2015-06-09,31,False
2015-06-10,52,False
2015-06-11,22,False
2015-06-12,45,False
2015-06-13,25,False
2015-06-14,0,False
2015-06-15,28,False
2015-06-16,28,False
2015-06-17,63,False
2015-06-18,36,False
2015-06-19,45,False
2015-06-20,25,False
2015-06-21,0,False
2015-06-22,32,False
2015-06-23,42,False
2015-06-24,64,False
2015-06-25,58,False
2015-06-26,100,False
2015-06-27,34,False
2015-06-28,26,False
2015-06-29,85,False
2015-06-30,57,False
