date,CSCO stock,isPartial
2018-02-01,38,False
2018-02-02,21,False
2018-02-03,11,False
2018-02-04,9,False
2018-02-05,22,False
2018-02-06,46,False
2018-02-07,23,False
2018-02-08,38,False
2018-02-09,34,False
2018-02-10,15,False
2018-02-11,8,False
2018-02-12,26,False
2018-02-13,43,False
2018-02-14,76,False
2018-02-15,100,False
2018-02-16,73,False
2018-02-17,19,False
2018-02-18,9,False
2018-02-19,25,False
2018-02-20,50,False
2018-02-21,42,False
2018-02-22,34,False
2018-02-23,36,False
2018-02-24,14,False
2018-02-25,5,False
2018-02-26,28,False
2018-02-27,30,False
2018-02-28,36,False
