date,EA stock,isPartial
2018-04-01,21,False
2018-04-02,44,False
2018-04-03,69,False
2018-04-04,66,False
2018-04-05,82,False
2018-04-06,40,False
2018-04-07,48,False
2018-04-08,36,False
2018-04-09,66,False
2018-04-10,65,False
2018-04-11,100,False
2018-04-12,66,False
2018-04-13,80,False
2018-04-14,20,False
2018-04-15,28,False
2018-04-16,38,False
2018-04-17,66,False
2018-04-18,53,False
2018-04-19,68,False
2018-04-20,70,False
2018-04-21,25,False
2018-04-22,30,False
2018-04-23,51,False
2018-04-24,72,False
2018-04-25,77,False
2018-04-26,63,False
2018-04-27,59,False
2018-04-28,33,False
2018-04-29,28,False
2018-04-30,43,False
