date,WDC stock,isPartial
2014-09-01,38,False
2014-09-02,74,False
2014-09-03,37,False
2014-09-04,37,False
2014-09-05,0,False
2014-09-06,0,False
2014-09-07,0,False
2014-09-08,62,False
2014-09-09,85,False
2014-09-10,55,False
2014-09-11,37,False
2014-09-12,58,False
2014-09-13,0,False
2014-09-14,44,False
2014-09-15,74,False
2014-09-16,74,False
2014-09-17,37,False
2014-09-18,100,False
2014-09-19,39,False
2014-09-20,44,False
2014-09-21,44,False
2014-09-22,73,False
2014-09-23,37,False
2014-09-24,74,False
2014-09-25,38,False
2014-09-26,0,False
2014-09-27,45,False
2014-09-28,44,False
2014-09-29,37,False
2014-09-30,49,False
