date,SBUX stock,isPartial
2016-09-01,61,False
2016-09-02,39,False
2016-09-03,38,False
2016-09-04,11,False
2016-09-05,29,False
2016-09-06,74,False
2016-09-07,71,False
2016-09-08,86,False
2016-09-09,73,False
2016-09-10,11,False
2016-09-11,22,False
2016-09-12,38,False
2016-09-13,51,False
2016-09-14,70,False
2016-09-15,71,False
2016-09-16,83,False
2016-09-17,16,False
2016-09-18,0,False
2016-09-19,59,False
2016-09-20,100,False
2016-09-21,46,False
2016-09-22,89,False
2016-09-23,58,False
2016-09-24,0,False
2016-09-25,21,False
2016-09-26,59,False
2016-09-27,64,False
2016-09-28,37,False
2016-09-29,65,False
2016-09-30,38,False
