date,EA stock,isPartial
2017-06-01,96,False
2017-06-02,74,False
2017-06-03,48,False
2017-06-04,38,False
2017-06-05,53,False
2017-06-06,91,False
2017-06-07,88,False
2017-06-08,72,False
2017-06-09,84,False
2017-06-10,58,False
2017-06-11,48,False
2017-06-12,100,False
2017-06-13,79,False
2017-06-14,65,False
2017-06-15,84,False
2017-06-16,86,False
2017-06-17,44,False
2017-06-18,29,False
2017-06-19,81,False
2017-06-20,59,False
2017-06-21,55,False
2017-06-22,63,False
2017-06-23,65,False
2017-06-24,33,False
2017-06-25,29,False
2017-06-26,50,False
2017-06-27,42,False
2017-06-28,59,False
2017-06-29,68,False
2017-06-30,22,False
