date,GS stock,isPartial
2017-08-01,76,False
2017-08-02,100,False
2017-08-03,70,False
2017-08-04,69,False
2017-08-05,28,False
2017-08-06,42,False
2017-08-07,69,False
2017-08-08,67,False
2017-08-09,69,False
2017-08-10,36,False
2017-08-11,61,False
2017-08-12,27,False
2017-08-13,27,False
2017-08-14,83,False
2017-08-15,60,False
2017-08-16,55,False
2017-08-17,63,False
2017-08-18,56,False
2017-08-19,0,False
2017-08-20,13,False
2017-08-21,50,False
2017-08-22,27,False
2017-08-23,50,False
2017-08-24,66,False
2017-08-25,66,False
2017-08-26,36,False
2017-08-27,13,False
2017-08-28,43,False
2017-08-29,12,False
2017-08-30,54,False
2017-08-31,47,False
