date,TXN stock,isPartial
2013-05-01,100,False
2013-05-02,46,False
2013-05-03,36,False
2013-05-04,0,False
2013-05-05,28,False
2013-05-06,23,False
2013-05-07,0,False
2013-05-08,0,False
2013-05-09,0,False
2013-05-10,24,False
2013-05-11,0,False
2013-05-12,0,False
2013-05-13,0,False
2013-05-14,0,False
2013-05-15,22,False
2013-05-16,0,False
2013-05-17,24,False
2013-05-18,27,False
2013-05-19,0,False
2013-05-20,68,False
2013-05-21,22,False
2013-05-22,0,False
2013-05-23,23,False
2013-05-24,0,False
2013-05-25,27,False
2013-05-26,27,False
2013-05-27,0,False
2013-05-28,22,False
2013-05-29,22,False
2013-05-30,0,False
2013-05-31,47,False
