date,EBAY stock,isPartial
2016-04-01,86,False
2016-04-02,58,False
2016-04-03,69,False
2016-04-04,66,False
2016-04-05,65,False
2016-04-06,100,False
2016-04-07,76,False
2016-04-08,78,False
2016-04-09,62,False
2016-04-10,69,False
2016-04-11,62,False
2016-04-12,78,False
2016-04-13,94,False
2016-04-14,66,False
2016-04-15,54,False
2016-04-16,48,False
2016-04-17,51,False
2016-04-18,58,False
2016-04-19,62,False
2016-04-20,59,False
2016-04-21,68,False
2016-04-22,67,False
2016-04-23,64,False
2016-04-24,66,False
2016-04-25,60,False
2016-04-26,96,False
2016-04-27,86,False
2016-04-28,79,False
2016-04-29,80,False
2016-04-30,77,False
