date,PEP stock,isPartial
2012-08-01,34,False
2012-08-02,69,False
2012-08-03,36,False
2012-08-04,42,False
2012-08-05,0,False
2012-08-06,100,False
2012-08-07,34,False
2012-08-08,67,False
2012-08-09,0,False
2012-08-10,71,False
2012-08-11,42,False
2012-08-12,0,False
2012-08-13,34,False
2012-08-14,33,False
2012-08-15,35,False
2012-08-16,34,False
2012-08-17,72,False
2012-08-18,43,False
2012-08-19,43,False
2012-08-20,35,False
2012-08-21,34,False
2012-08-22,34,False
2012-08-23,0,False
2012-08-24,53,False
2012-08-25,41,False
2012-08-26,0,False
2012-08-27,66,False
2012-08-28,0,False
2012-08-29,33,False
2012-08-30,33,False
2012-08-31,0,False
