date,EA stock,isPartial
2014-04-01,51,False
2014-04-02,44,False
2014-04-03,51,False
2014-04-04,62,False
2014-04-05,41,False
2014-04-06,100,False
2014-04-07,42,False
2014-04-08,43,False
2014-04-09,60,False
2014-04-10,70,False
2014-04-11,46,False
2014-04-12,31,False
2014-04-13,21,False
2014-04-14,35,False
2014-04-15,35,False
2014-04-16,44,False
2014-04-17,18,False
2014-04-18,60,False
2014-04-19,0,False
2014-04-20,22,False
2014-04-21,19,False
2014-04-22,51,False
2014-04-23,34,False
2014-04-24,35,False
2014-04-25,64,False
2014-04-26,20,False
2014-04-27,0,False
2014-04-28,34,False
2014-04-29,77,False
2014-04-30,26,False
