date,EBAY stock,isPartial
2019-02-01,95,False
2019-02-02,49,False
2019-02-03,55,False
2019-02-04,85,False
2019-02-05,74,False
2019-02-06,100,False
2019-02-07,63,False
2019-02-08,65,False
2019-02-09,45,False
2019-02-10,55,False
2019-02-11,64,False
2019-02-12,73,False
2019-02-13,85,False
2019-02-14,60,False
2019-02-15,91,False
2019-02-16,50,False
2019-02-17,73,False
2019-02-18,52,False
2019-02-19,58,False
2019-02-20,86,False
2019-02-21,65,False
2019-02-22,67,False
2019-02-23,39,False
2019-02-24,35,False
2019-02-25,67,False
2019-02-26,81,False
2019-02-27,100,False
2019-02-28,55,False
