date,MSFT stock,isPartial
2012-03-01,77,False
2012-03-02,71,False
2012-03-03,41,False
2012-03-04,50,False
2012-03-05,42,False
2012-03-06,41,False
2012-03-07,32,False
2012-03-08,25,False
2012-03-09,43,False
2012-03-10,20,False
2012-03-11,19,False
2012-03-12,16,False
2012-03-13,57,False
2012-03-14,66,False
2012-03-15,33,False
2012-03-16,78,False
2012-03-17,40,False
2012-03-18,20,False
2012-03-19,32,False
2012-03-20,57,False
2012-03-21,33,False
2012-03-22,100,False
2012-03-23,44,False
2012-03-24,20,False
2012-03-25,20,False
2012-03-26,49,False
2012-03-27,33,False
2012-03-28,41,False
2012-03-29,50,False
2012-03-30,53,False
2012-03-31,40,False
