date,TSLA stock,isPartial
2018-05-01,27,False
2018-05-02,69,False
2018-05-03,100,False
2018-05-04,51,False
2018-05-05,9,False
2018-05-06,7,False
2018-05-07,38,False
2018-05-08,32,False
2018-05-09,26,False
2018-05-10,31,False
2018-05-11,23,False
2018-05-12,7,False
2018-05-13,3,False
2018-05-14,23,False
2018-05-15,37,False
2018-05-16,28,False
2018-05-17,24,False
2018-05-18,28,False
2018-05-19,6,False
2018-05-20,5,False
2018-05-21,29,False
2018-05-22,34,False
2018-05-23,33,False
2018-05-24,26,False
2018-05-25,26,False
2018-05-26,6,False
2018-05-27,1,False
2018-05-28,5,False
2018-05-29,20,False
2018-05-30,28,False
2018-05-31,20,False
