date,EA stock,isPartial
2013-05-01,0,False
2013-05-02,15,False
2013-05-03,16,False
2013-05-04,9,False
2013-05-05,9,False
2013-05-06,42,False
2013-05-07,72,False
2013-05-08,100,False
2013-05-09,59,False
2013-05-10,44,False
2013-05-11,9,False
2013-05-12,14,False
2013-05-13,45,False
2013-05-14,22,False
2013-05-15,49,False
2013-05-16,61,False
2013-05-17,28,False
2013-05-18,27,False
2013-05-19,9,False
2013-05-20,27,False
2013-05-21,48,False
2013-05-22,26,False
2013-05-23,34,False
2013-05-24,43,False
2013-05-25,14,False
2013-05-26,18,False
2013-05-27,12,False
2013-05-28,44,False
2013-05-29,18,False
2013-05-30,15,False
2013-05-31,40,False
