date,IBM stock,isPartial
2017-01-01,9,False
2017-01-02,20,False
2017-01-03,29,False
2017-01-04,43,False
2017-01-05,40,False
2017-01-06,35,False
2017-01-07,16,False
2017-01-08,9,False
2017-01-09,31,False
2017-01-10,38,False
2017-01-11,38,False
2017-01-12,36,False
2017-01-13,39,False
2017-01-14,13,False
2017-01-15,15,False
2017-01-16,21,False
2017-01-17,40,False
2017-01-18,37,False
2017-01-19,70,False
2017-01-20,81,False
2017-01-21,19,False
2017-01-22,10,False
2017-01-23,51,False
2017-01-24,58,False
2017-01-25,100,False
2017-01-26,76,False
2017-01-27,72,False
2017-01-28,18,False
2017-01-29,16,False
2017-01-30,46,False
2017-01-31,32,False
