date,MU stock,isPartial
2016-08-01,51,False
2016-08-02,60,False
2016-08-03,57,False
2016-08-04,50,False
2016-08-05,42,False
2016-08-06,31,False
2016-08-07,15,False
2016-08-08,48,False
2016-08-09,45,False
2016-08-10,38,False
2016-08-11,39,False
2016-08-12,40,False
2016-08-13,21,False
2016-08-14,9,False
2016-08-15,45,False
2016-08-16,49,False
2016-08-17,47,False
2016-08-18,52,False
2016-08-19,94,False
2016-08-20,18,False
2016-08-21,12,False
2016-08-22,58,False
2016-08-23,49,False
2016-08-24,45,False
2016-08-25,100,False
2016-08-26,56,False
2016-08-27,28,False
2016-08-28,25,False
2016-08-29,98,False
2016-08-30,71,False
2016-08-31,69,False
